0.0013548	0.0192792	0.118237	7.11532e-09	
0.0013548	0.0229398	0.127297	8.98542e-08	
0.0013548	0.0225988	0.117531	3.20596e-08	
0.0013548	0.0272236	0.13608	5.01669e-07	
0.0013548	0.0268825	0.126314	1.17636e-07	
0.0013548	0.025861	0.116596	1.14342e-07	
0.0013548	0.0321095	0.144543	1.41871e-06	
0.0013548	0.0317685	0.134777	5.90805e-07	
0.0013548	0.030747	0.125058	2.27447e-07	
0.0013548	0.0375739	0.152644	2.70533e-06	
0.0013548	0.0372329	0.142878	1.6489e-06	
0.0013548	0.0362114	0.13316	7.28287e-07	
0.0013548	0.0345145	0.123536	4.91812e-07	
0.0013548	0.0321504	0.114055	5.19414e-07	
0.0013548	0.0435901	0.160344	4.13422e-06	
0.0013548	0.043249	0.150578	3.11757e-06	
0.0013548	0.0422276	0.14086	1.91016e-06	
0.0013548	0.0405307	0.131237	1.03254e-06	
0.0013548	0.0381666	0.121755	8.90622e-07	
0.0013548	0.0501288	0.167606	5.59121e-06	
0.0013548	0.0497877	0.15784	4.72597e-06	
0.0013548	0.0487662	0.148122	3.55321e-06	
0.0013548	0.0470693	0.138498	2.30604e-06	
0.0013548	0.0447053	0.129017	1.55631e-06	
0.0013548	0.0416856	0.119723	1.35404e-06	
0.0013548	0.0571581	0.174394	7.06757e-06	
0.0013548	0.056817	0.164628	6.34177e-06	
0.0013548	0.0557956	0.15491	5.33745e-06	
0.0013548	0.0540987	0.145286	4.11263e-06	
0.0013548	0.0517346	0.135805	2.9336e-06	
0.0013548	0.0487149	0.126511	2.20758e-06	
0.0013548	0.0450543	0.117451	1.81068e-06	
0.0013548	0.0407705	0.108668	1.30956e-06	
0.0013548	0.0646438	0.180675	8.59283e-06	
0.0013548	0.0643027	0.170909	7.9564e-06	
0.0013548	0.0632813	0.161191	7.11074e-06	
0.0013548	0.0615844	0.151568	6.07718e-06	
0.0013548	0.0592203	0.142086	4.9056e-06	
0.0013548	0.0562006	0.132793	3.7424e-06	
0.0013548	0.05254	0.123732	2.86658e-06	
0.0013548	0.0482562	0.114949	2.21555e-06	
0.0013548	0.0433703	0.106487	1.51135e-06	
0.0013548	0.0725494	0.186419	1.01939e-05	
0.0013548	0.0722084	0.176653	9.60472e-06	
0.0013548	0.0711869	0.166935	8.86386e-06	
0.0013548	0.06949	0.157311	8.02199e-06	
0.0013548	0.0671259	0.14783	7.06863e-06	
0.0013548	0.0641062	0.138536	5.90358e-06	
0.0013548	0.0604456	0.129476	4.59194e-06	
0.0013548	0.0561618	0.120693	3.45709e-06	
0.0013548	0.0512759	0.11223	2.5527e-06	
0.0013548	0.0458115	0.104129	1.67499e-06	
0.0013548	0.0808364	0.191597	1.18819e-05	
0.0013548	0.0804954	0.181831	1.13178e-05	
0.0013548	0.0794739	0.172113	1.06364e-05	
0.0013548	0.077777	0.16249	9.93397e-06	
0.0013548	0.0754129	0.153008	9.21728e-06	
0.0013548	0.0723932	0.143715	8.28864e-06	
0.0013548	0.0687326	0.134654	6.96081e-06	
0.0013548	0.0644489	0.125871	5.37192e-06	
0.0013548	0.0595629	0.117409	3.95089e-06	
0.0013548	0.0540985	0.109307	2.825e-06	
0.0013548	0.0894645	0.196185	1.36525e-05	
